ID,Name,Pos,Team,Price,22_fix,22_xmins,22_pts,22_g,22_a,22_cs,22_bon,22_dmins,22_likelihood,23_fix,23_xmins,23_pts,23_g,23_a,23_cs,23_bon,23_dmins,23_likelihood,24_fix,24_xmins,24_pts,24_g,24_a,24_cs,24_bon,24_dmins,24_likelihood,25_fix,25_xmins,25_pts,25_g,25_a,25_cs,25_bon,25_dmins,25_likelihood,26_fix,26_xmins,26_pts,26_g,26_a,26_cs,26_bon,26_dmins,26_likelihood
259,Tielemans,3,LEI,62,(A): AVL,83.42,2.907,0.104,0.1,0.191,0.186,83.42,1,(H): TOT,77.86,2.715,0.087,0.101,0.178,0.16,77.86,1,(A): MUN,76.05,2.35,0.064,0.072,0.09,0.116,76.05,1,(H): ARS,71.47,2.306,0.061,0.072,0.12,0.124,71.47,1,(A): SOU,71.48,2.565,0.076,0.093,0.211,0.149,71.48,1
260,Pérez,3,LEI,47,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
261,Maddison,3,LEI,80,(A): AVL,76.12,3.523,0.16,0.195,0.178,0.304,76.12,1,(H): TOT,75.89,3.569,0.169,0.209,0.174,0.282,75.89,1,(A): MUN,74.94,2.906,0.117,0.147,0.089,0.167,74.94,1,(H): ARS,70.86,2.905,0.119,0.148,0.119,0.191,70.86,1,(A): SOU,71.64,3.484,0.155,0.191,0.211,0.35,71.64,1
262,Iheanacho,4,LEI,61,(A): AVL,16.95,0.984,0.046,0.028,0,0.084,16.95,1,(H): TOT,12.7,0.769,0.04,0.022,0,0.067,12.7,1,(A): MUN,13.18,0.697,0.028,0.017,0,0.042,13.18,1,(H): ARS,13.59,0.745,0.032,0.019,0,0.051,13.59,1,(A): SOU,13.96,0.848,0.042,0.024,0,0.086,13.96,1
263,Choudhury,3,LEI,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
264,Barnes,3,LEI,67,(A): AVL,76.02,3.448,0.192,0.121,0.183,0.204,76.02,1,(H): TOT,73.37,3.433,0.199,0.126,0.174,0.198,73.37,1,(A): MUN,70.31,2.758,0.134,0.085,0.088,0.115,70.31,1,(H): ARS,68.35,2.788,0.137,0.088,0.119,0.125,68.35,1,(A): SOU,64.33,3.077,0.166,0.107,0.193,0.209,64.33,1
265,Ndidi,3,LEI,48,(A): AVL,0,0,0,0,0,0,0,1,(H): TOT,3.05,0.115,0.002,0.001,0.002,0.003,3.05,1,(A): MUN,21.22,0.664,0.008,0.007,0.02,0.019,21.22,1,(H): ARS,39.19,1.156,0.015,0.013,0.061,0.037,39.19,1,(A): SOU,45.98,1.466,0.024,0.02,0.125,0.057,45.98,1
266,Dewsbury-Hall,3,LEI,49,(A): AVL,77.93,2.603,0.048,0.106,0.187,0.145,77.93,1,(H): TOT,74.65,2.552,0.051,0.109,0.177,0.135,74.65,1,(A): MUN,70.29,2.164,0.034,0.075,0.087,0.095,70.29,1,(H): ARS,69.06,2.233,0.041,0.08,0.12,0.11,69.06,1,(A): SOU,65.96,2.375,0.049,0.096,0.198,0.125,65.96,1
267,Söyüncü,2,LEI,42,(A): AVL,15.22,0.445,0.005,0.003,0.024,0.02,15.22,1,(H): TOT,4.74,0.161,0.002,0.001,0.005,0.006,4.74,1,(A): MUN,5.18,0.136,0.001,0.001,0.003,0.003,5.18,1,(H): ARS,4.43,0.134,0.001,0.001,0.003,0.004,4.43,1,(A): SOU,2.43,0.097,0.001,0,0.003,0.004,2.43,1
268,Justin,2,LEI,42,(A): AVL,0,0,0,0,0,0,0,1,(H): TOT,0,0,0,0,0,0,0,1,(A): MUN,0,0,0,0,0,0,0,1,(H): ARS,0,0,0,0,0,0,0,1,(A): SOU,0,0,0,0,0,0,0,1
269,Soumaré,3,LEI,44,(A): AVL,0,0,0,0,0,0,0,1,(H): TOT,6.86,0.273,0.002,0.004,0.01,0.009,6.86,1,(A): MUN,27.87,0.911,0.006,0.012,0.033,0.033,27.87,1,(H): ARS,33.91,1.147,0.008,0.014,0.052,0.044,33.91,1,(A): SOU,39.2,1.407,0.012,0.023,0.103,0.062,39.2,1
270,Thomas,2,LEI,42,(A): AVL,72.01,2.096,0.01,0.041,0.168,0.099,72.01,1,(H): TOT,67.82,1.975,0.011,0.041,0.155,0.087,67.82,1,(A): MUN,62.26,1.246,0.007,0.027,0.073,0.035,62.26,1,(H): ARS,62.58,1.51,0.008,0.03,0.103,0.055,62.58,1,(A): SOU,59.66,2.018,0.009,0.037,0.171,0.111,59.66,1
271,Daka,4,LEI,57,(A): AVL,53.97,2.651,0.165,0.08,0,0.303,53.97,1,(H): TOT,39.87,2.08,0.124,0.063,0,0.215,39.87,1,(A): MUN,39.07,1.782,0.089,0.046,0,0.132,39.07,1,(H): ARS,36.83,1.738,0.088,0.045,0,0.14,36.83,1,(A): SOU,37.08,1.979,0.114,0.059,0,0.238,37.08,1
272,W.Fofana,2,CHE,43,(H): FUL,4.11,0.175,0.003,0.002,0.014,0.016,4.11,1,(A): WHU,27.34,1.05,0.011,0.008,0.099,0.081,27.34,1,(H): SOU,49.65,2.47,0.03,0.019,0.267,0.242,49.65,1,(H): LIV(A): TOT,46.56,1.5110000000000001,0.02,0.012,0.131,0.08,48.72 46.45,0.05 1,(H): LEE,47.38,2.12,0.031,0.019,0.215,0.182,47.38,1
273,Brunt,2,LEI,39,(A): AVL,2.88,0.074,0.001,0.001,0.001,0.004,2.88,1,(H): TOT,2.96,0.075,0.001,0.001,0.001,0.004,2.96,1,(A): MUN,0.73,0.016,0,0,0,0,0.73,1,(H): ARS,0.38,0.009,0,0,0,0,0.38,1,(A): SOU,0.74,0.022,0,0,0,0.001,0.74,1
274,Milner,3,LIV,44,(A): WOL,8.01,0.459,0.01,0.012,0.007,0.019,8.01,1,(H): EVE,8.88,0.52,0.014,0.016,0.009,0.028,8.88,1,(A): NEW,12.05,0.556,0.011,0.012,0.003,0.021,12.05,1,(A): CHE(H): WOL(A): CRY,9.78,0.768,0.021,0.023,0.008,0.039,11.46 9.5 9.81,0.05 0.4 1,(H): MUN(H): WOL,9.31,0.527,0.013000000000000001,0.016,0.004,0.024,9.34 8.64,1 0.05
275,Henderson,3,LIV,53,(A): WOL,51.94,2.023,0.04,0.061,0.187,0.105,51.94,1,(H): EVE,50.57,2.146,0.046,0.069,0.268,0.123,50.57,1,(A): NEW,51.26,1.785,0.027,0.041,0.127,0.078,51.26,1,(A): CHE(H): WOL(A): CRY,47.66,2.811,0.057999999999999996,0.086,0.29000000000000004,0.15100000000000002,51.22 49.3 46.83,0.05 0.4 1,(H): MUN(H): WOL,50.06,2.029,0.041,0.061000000000000006,0.17400000000000002,0.10700000000000001,50.28 45.72,1 0.05
276,Matip,2,LIV,59,(A): WOL,85.82,3.37,0.051,0.032,0.307,0.275,85.82,1,(H): EVE,82.89,4.337,0.063,0.037,0.459,0.439,82.89,1,(A): NEW,79.07,2.343,0.033,0.02,0.188,0.127,79.07,1,(A): CHE(H): WOL(A): CRY,74.28,4.839,0.068,0.040999999999999995,0.476,0.42,75.94 74.72 74.02,0.05 0.4 1,(H): MUN(H): WOL,65.65,2.576,0.039,0.023,0.22499999999999998,0.179,65.59 66.85,1 0.05
277,Thiago,3,LIV,52,(A): WOL,70.3,2.343,0.04,0.077,0.268,0.105,70.3,1,(H): EVE,69.4,2.566,0.049,0.091,0.399,0.123,69.4,1,(A): NEW,65.27,1.985,0.029,0.05,0.166,0.075,65.27,1,(A): CHE(H): WOL(A): CRY,63.38,3.2430000000000003,0.059,0.11,0.416,0.14500000000000002,61.75 61.8 64.09,0.05 0.4 1,(H): MUN(H): WOL,62.07,2.224,0.041,0.076,0.22399999999999998,0.1,62.02 62.99,1 0.05
278,Chamberlain,3,LIV,49,(A): WOL,15.95,0.893,0.03,0.026,0.019,0.051,15.95,1,(H): EVE,19.91,1.182,0.044,0.037,0.054,0.073,19.91,1,(A): NEW,19.37,0.968,0.026,0.022,0.025,0.042,19.37,1,(H): WOL(A): CHE(A): CRY,15.46,1.281,0.044,0.039,0.033,0.075,14.47 16.11 15.82,0.4 0.05 1,(H): MUN(H): WOL,9.79,0.599,0.02,0.017,0.004,0.032,9.88 7.94,1 0.05
279,Firmino,4,LIV,80,(A): WOL,0,0,0,0,0,0,0,1,(H): EVE,0,0,0,0,0,0,0,1,(A): NEW,2.77,0.162,0.006,0.005,0,0.014,2.77,1,(A): CHE(H): WOL(A): CRY,18.9,1.584,0.08399999999999999,0.068,0,0.179,18.89 20.19 18.39,0.05 0.4 1,(H): MUN(H): WOL,42.32,2.4019999999999997,0.136,0.11,0,0.305,42.06 47.59,1 0.05
280,Van Dijk,2,LIV,65,(A): WOL,0,0,0,0,0,0,0,1,(H): EVE,0,0,0,0,0,0,0,1,(A): NEW,12.87,0.409,0.006,0.003,0.029,0.02,12.87,1,(A): CHE(H): WOL(A): CRY,39.82,2.592,0.037000000000000005,0.02,0.247,0.216,38.09 37.63 40.78,0.05 0.4 1,(H): MUN(H): WOL,70.37,2.83,0.047,0.023,0.245,0.189,70.07 76.46,1 0.05
281,Alisson,1,LIV,54,(A): WOL,89.03,3.844,0.001,0.004,0.314,0.384,89.03,1,(H): EVE,87.95,4.379,0.001,0.004,0.481,0.399,87.95,1,(A): NEW,87.61,3.459,0,0.002,0.201,0.36,87.61,1,(A): CHE(H): WOL(A): CRY,87.57,5.7940000000000005,0.001,0.004,0.545,0.5489999999999999,87.77 87.17 87.72,0.05 0.4 1,(H): MUN(H): WOL,87.17,3.843,0.001,0.003,0.29300000000000004,0.372,87.15 87.51,1 0.05
282,Fabinho,3,LIV,53,(A): WOL,36.01,1.24,0.021,0.024,0.114,0.05,36.01,1,(H): EVE,48.94,1.76,0.036,0.039,0.256,0.08,48.94,1,(A): NEW,53.57,1.575,0.023,0.024,0.127,0.058,53.57,1,(A): CHE(H): WOL(A): CRY,60.86,2.95,0.064,0.06,0.389,0.13,59.6 58.19 61.99,0.05 0.4 1,(H): MUN(H): WOL,59.33,2.001,0.044000000000000004,0.039,0.20700000000000002,0.08600000000000001,59.54 55.23,1 0.05
283,Salah,3,LIV,127,(A): WOL,85.25,5.778,0.487,0.235,0.309,0.555,85.25,1,(H): EVE,80.53,6.196,0.538,0.256,0.451,0.596,80.53,1,(A): NEW,79.71,4.237,0.31,0.147,0.192,0.349,79.71,1,(A): CHE(H): WOL(A): CRY,76.58,7.872,0.6619999999999999,0.316,0.494,0.76,76.32 76.8 76.5,0.05 0.4 1,(H): MUN(H): WOL,73.25,5.234,0.44,0.202,0.257,0.509,73.32 71.79,1 0.05
284,Robertson,2,LIV,68,(A): WOL,81.02,3.623,0.024,0.16,0.297,0.366,81.02,1,(H): EVE,75.91,4.412,0.027,0.171,0.425,0.52,75.91,1,(A): NEW,73.68,2.445,0.016,0.098,0.178,0.16,73.68,1,(A): CHE(H): WOL(A): CRY,73.8,5.401,0.035,0.218,0.476,0.612,74.26 72.7 74.21,0.05 0.4 1,(H): MUN(H): WOL,72.65,3.26,0.024,0.15,0.255,0.29600000000000004,72.61 73.38,1 0.05
285,Alexander-Arnold,2,LIV,73,(A): WOL,83.74,4.235,0.07,0.219,0.31,0.445,83.74,1,(H): EVE,82.26,5.334,0.082,0.254,0.465,0.625,82.26,1,(A): NEW,81.89,2.985,0.048,0.146,0.199,0.199,81.89,1,(A): CHE(H): WOL(A): CRY,79.33,6.470000000000001,0.1,0.316,0.517,0.72,78.69 79.1 79.45,0.05 0.4 1,(H): MUN(H): WOL,76.99,3.9290000000000003,0.066,0.21100000000000002,0.275,0.387,77.03 76.25,1 0.05
286,Gomez,2,LIV,43,(A): WOL,75.14,2.657,0.009,0.018,0.273,0.19,75.14,1,(H): EVE,73.45,3.501,0.011,0.024,0.41,0.34,73.45,1,(A): NEW,67,1.798,0.005,0.013,0.158,0.099,67,1,(A): CHE(H): WOL(A): CRY,39.67,2.355,0.006,0.018000000000000002,0.241,0.199,40.53 41.25 38.99,0.05 0.4 1,(H): MUN(H): WOL,23,0.8530000000000001,0.002,0.012,0.07100000000000001,0.057999999999999996,23.05 22.05,1 0.05
287,Keita,3,LIV,47,(A): WOL,32.68,1.508,0.043,0.041,0.091,0.084,32.68,1,(H): EVE,33.41,1.67,0.053,0.049,0.138,0.111,33.41,1,(A): NEW,33.13,1.358,0.031,0.029,0.066,0.061,33.13,1,(A): CHE(H): WOL(A): CRY,31.71,2.178,0.065,0.063,0.154,0.127,33.89 37.25 29.39,0.05 0.4 1,(H): MUN(H): WOL,29.74,1.438,0.04,0.039,0.078,0.08,29.67 31.16,1 0.05
288,Diogo Jota,4,LIV,88,(A): WOL,0,0,0,0,0,0,0,1,(H): EVE,0,0,0,0,0,0,0,1,(A): NEW,0,0,0,0,0,0,0,1,(A): CHE(H): WOL(A): CRY,9.99,0.876,0.061,0.034,0,0.088,10.77 8.75 10.44,0.05 0.4 1,(H): MUN(H): WOL,22.59,1.349,0.092,0.052000000000000005,0,0.14200000000000002,22.48 24.89,1 0.05
289,Kelleher,1,LIV,40,(A): WOL,0.97,0.041,0,0,0.003,0.003,0.97,1,(H): EVE,2.05,0.101,0,0,0.011,0.007,2.05,1,(A): NEW,2.39,0.093,0,0,0.005,0.008,2.39,1,(A): CHE(H): WOL(A): CRY,2.39,0.156,0,0,0.015,0.012,2.23 2.67 2.28,0.05 0.4 1,(H): MUN(H): WOL,2.82,0.12300000000000001,0,0,0.009999999999999998,0.009,2.84 2.49,1 0.05
290,Konaté,2,LIV,48,(A): WOL,0,0,0,0,0,0,0,1,(H): EVE,0,0,0,0,0,0,0,1,(A): NEW,0,0,0,0,0,0,0,1,(A): CHE(H): WOL(A): CRY,19.48,1.171,0.01,0.007,0.118,0.092,16.3 19.3 19.71,0.05 0.4 1,(H): MUN(H): WOL,27.92,1.018,0.011,0.007,0.09000000000000001,0.065,28.16 23.12,1 0.05
291,Jones,3,LIV,49,(A): WOL,8.7,0.438,0.01,0.01,0.002,0.02,8.7,1,(H): EVE,11.33,0.595,0.017,0.016,0.011,0.032,11.33,1,(A): NEW,13.84,0.629,0.012,0.011,0.01,0.024,13.84,1,(A): CHE(H): WOL(A): CRY,12.35,0.895,0.024,0.02,0.018,0.044,11.82 11.7 12.64,0.05 0.4 1,(H): MUN(H): WOL,10.21,0.53,0.013999999999999999,0.012,0.005,0.024,10.24 9.51,1 0.05
292,Tsimikas,2,LIV,44,(A): WOL,11.16,0.537,0.005,0.021,0.007,0.044,11.16,1,(H): EVE,14.44,0.8,0.007,0.03,0.022,0.086,14.44,1,(A): NEW,16.87,0.678,0.005,0.021,0.016,0.031,16.87,1,(A): CHE(H): WOL(A): CRY,16.1,1.206,0.009000000000000001,0.045,0.036,0.11499999999999999,16 17.45 15.57,0.05 0.4 1,(H): MUN(H): WOL,16,0.784,0.006,0.031,0.02,0.054000000000000006,16.03 15.48,1 0.05
293,Luis Díaz,3,LIV,78,(A): WOL,0,0,0,0,0,0,0,1,(H): EVE,0,0,0,0,0,0,0,1,(A): NEW,0,0,0,0,0,0,0,1,(A): CHE(H): WOL(A): CRY,0,0,0,0,0,0,0 0 0,0.05 0.4 1,(H): MUN(H): WOL,0,0,0,0,0,0,0 0,1 0.05
294,Elliott,3,LIV,49,(A): WOL,31.84,1.523,0.036,0.062,0.087,0.072,31.84,1,(H): EVE,33.89,1.745,0.046,0.078,0.142,0.1,33.89,1,(A): NEW,33.34,1.418,0.027,0.047,0.067,0.057,33.34,1,(A): CHE(H): WOL(A): CRY,33.43,2.3520000000000003,0.057999999999999996,0.097,0.167,0.122,32.21 32.15 34.01,0.05 0.4 1,(H): MUN(H): WOL,29.08,1.458,0.033,0.059,0.07400000000000001,0.068,29.01 30.58,1 0.05
295,N.Williams,2,NFO,39,(H): LEE,25.66,1.083,0.015,0.038,0.057,0.07,25.66,1,(A): FUL,29.77,1.065,0.013,0.035,0.057,0.051,29.77,1,(H): MCI,30.31,0.784,0.009,0.025,0.032,0.022,30.31,1,(A): WHU,26.4,0.939,0.009,0.026,0.05,0.045,26.4,1,(H): EVE,30.21,1.456,0.013,0.039,0.104,0.141,30.21,1
296,Carvalho,3,LIV,52,(A): WOL,6.74,0.451,0.016,0.013,0.006,0.024,6.74,1,(H): EVE,10.39,0.679,0.03,0.023,0.006,0.044,10.39,1,(A): NEW,13.17,0.694,0.023,0.017,0.006,0.031,13.17,1,(A): CHE(H): WOL(A): CRY,8.19,0.812,0.034,0.023,0.01,0.05,7.2 8.02 8.31,0.05 0.4 1,(H): MUN(H): WOL,5.51,0.42300000000000004,0.015,0.011,0.008,0.022000000000000002,5.55 4.71,1 0.05
297,Darwin,4,LIV,88,(A): WOL,82.26,5.139,0.469,0.23,0,0.783,82.26,1,(H): EVE,76.63,5.211,0.504,0.247,0,0.749,76.63,1,(A): NEW,75.59,3.763,0.291,0.141,0,0.499,75.59,1,(A): CHE(H): WOL(A): CRY,69.7,6.4110000000000005,0.579,0.28700000000000003,0,0.922,70.14 69.42 69.79,0.05 0.4 1,(H): MUN(H): WOL,60.45,3.939,0.34,0.171,0,0.5650000000000001,60.45 60.52,1 0.05
298,Ramsay,2,LIV,39,(A): WOL,0.08,0.003,0,0,0,0,0.08,1,(H): EVE,0.71,0.032,0,0.001,0.001,0.003,0.71,1,(A): NEW,0.42,0.015,0,0,0,0.001,0.42,1,(A): CHE(H): WOL(A): CRY,0.52,0.032,0,0,0,0.002,0.97 0.7 0.42,0.05 0.4 1,(H): MUN(H): WOL,0.45,0.018000000000000002,0,0,0,0.001,0.45 0.43,1 0.05
299,Walker,2,MCI,48,(A): TOT,39.23,1.628,0.009,0.028,0.123,0.096,39.23,1,(H): AVL(A): ARS,40.34,3.643,0.018000000000000002,0.06,0.31,0.25,41.07 39.62,1 1,(A): NFO,46.57,2.37,0.011,0.037,0.228,0.195,46.57,1,(A): BOU,47.43,2.563,0.014,0.043,0.257,0.204,47.43,1,(H): NEW,45.16,2.069,0.01,0.031,0.187,0.154,45.16,1
300,Gündogan,3,MCI,73,(A): TOT,52.64,2.582,0.129,0.101,0.184,0.198,52.64,1,(H): AVL(A): ARS,51.44,5.095000000000001,0.253,0.194,0.42999999999999994,0.374,51.28 51.61,1 1,(A): NFO,51.76,2.774,0.147,0.109,0.264,0.219,51.76,1,(A): BOU,49.93,2.864,0.163,0.121,0.278,0.217,49.93,1,(H): NEW,48.89,2.404,0.116,0.089,0.208,0.184,48.89,1
301,De Bruyne,3,MCI,124,(A): TOT,72.68,4.248,0.153,0.367,0.27,0.483,72.68,1,(H): AVL(A): ARS,73.47,8.501,0.312,0.696,0.656,0.941,72.63 74.32,1 1,(A): NFO,69,4.458,0.171,0.383,0.374,0.526,69,1,(A): BOU,69.53,5.19,0.246,0.455,0.416,0.62,69.53,1,(H): NEW,69.52,4.171,0.163,0.326,0.319,0.509,69.52,1
302,Stones,2,MCI,54,(A): TOT,0,0,0,0,0,0,0,1,(H): AVL(A): ARS,0,0,0,0,0,0,0 0,1 1,(A): NFO,0,0,0,0,0,0,0,1,(A): BOU,0,0,0,0,0,0,0,1,(H): NEW,19.08,0.867,0.01,0.007,0.081,0.085,19.08,1
303,Mahrez,3,MCI,77,(A): TOT,61.66,3.626,0.182,0.188,0.227,0.408,61.66,1,(H): AVL(A): ARS,56.95,6.758,0.338,0.333,0.497,0.7390000000000001,58.28 55.62,1 1,(A): NFO,58.23,3.796,0.203,0.197,0.307,0.446,58.23,1,(A): BOU,55.74,3.916,0.224,0.216,0.32,0.445,55.74,1,(H): NEW,53.8,3.208,0.158,0.151,0.236,0.38,53.8,1
304,Sterling,3,CHE,97,(H): FUL,46.02,2.979,0.181,0.137,0.195,0.223,46.02,1,(A): WHU,42.07,2.366,0.123,0.091,0.144,0.172,42.07,1,(H): SOU,39.23,2.64,0.163,0.113,0.181,0.197,39.23,1,(H): LIV(A): TOT,36.88,2.109,0.111,0.076,0.093,0.12400000000000001,36.52 36.9,0.05 1,(H): LEE,36.8,2.603,0.173,0.116,0.141,0.201,36.8,1
305,Grealish,3,MCI,68,(A): TOT,60.55,3.226,0.145,0.177,0.221,0.302,60.55,1,(H): AVL(A): ARS,55.11,5.823,0.258,0.3,0.469,0.485,54.69 55.54,1 1,(A): NFO,57.09,3.309,0.157,0.184,0.299,0.297,57.09,1,(A): BOU,55.4,3.46,0.175,0.206,0.317,0.307,55.4,1,(H): NEW,52.38,2.812,0.122,0.14,0.228,0.271,52.38,1
306,Cancelo,2,MCI,71,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
307,Ederson,1,MCI,54,(A): TOT,88.9,3.747,0,0.003,0.311,0.304,88.9,1,(H): AVL(A): ARS,87.52,7.879,0,0.006,0.746,0.639,87.19 87.84,1 1,(A): NFO,86.38,4.156,0,0.004,0.451,0.323,86.38,1,(A): BOU,87.95,4.383,0,0.004,0.509,0.309,87.95,1,(H): NEW,86.65,3.911,0,0.003,0.378,0.321,86.65,1
308,Aké,2,MCI,50,(A): TOT,70.19,2.89,0.048,0.041,0.253,0.198,70.19,1,(H): AVL(A): ARS,65.53,5.920999999999999,0.086,0.07300000000000001,0.567,0.457,65.98 65.07,1 1,(A): NFO,64.07,3.351,0.049,0.042,0.336,0.304,64.07,1,(A): BOU,62.26,3.49,0.055,0.047,0.359,0.311,62.26,1,(H): NEW,58.51,2.725,0.038,0.033,0.255,0.248,58.51,1
309,Laporte,2,MCI,57,(A): TOT,70.99,2.932,0.054,0.029,0.254,0.244,70.99,1,(H): AVL(A): ARS,65.91,5.97,0.097,0.052000000000000005,0.5660000000000001,0.556,65.96 65.87,1 1,(A): NFO,63.18,3.321,0.053,0.029,0.328,0.363,63.18,1,(A): BOU,62.22,3.477,0.059,0.033,0.357,0.357,62.22,1,(H): NEW,57.29,2.632,0.039,0.022,0.245,0.278,57.29,1
310,Steffen,1,MCI,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
311,Bernardo,3,MCI,68,(A): TOT,50.18,2.253,0.074,0.119,0.173,0.158,50.18,1,(H): AVL(A): ARS,51.12,4.661,0.16,0.23099999999999998,0.42400000000000004,0.33,50.21 52.04,1 1,(A): NFO,49.43,2.433,0.082,0.133,0.249,0.193,49.43,1,(A): BOU,50.61,2.714,0.109,0.157,0.283,0.216,50.61,1,(H): NEW,52.41,2.426,0.084,0.12,0.227,0.193,52.41,1
312,Dias,2,MCI,59,(A): TOT,45.34,1.789,0.025,0.021,0.155,0.136,45.34,1,(H): AVL(A): ARS,58.64,4.982,0.061,0.051000000000000004,0.489,0.424,58.49 58.8,1 1,(A): NFO,57.56,2.851,0.034,0.029,0.293,0.287,57.56,1,(A): BOU,60.1,3.192,0.04,0.035,0.342,0.308,60.1,1,(H): NEW,59.96,2.641,0.031,0.026,0.259,0.254,59.96,1
313,Zinchenko,2,ARS,50,(A): EVE,69.46,3.826,0.026,0.09,0.377,0.418,69.46,1,(H): BRE(H): MCI,67.54,6.3260000000000005,0.043,0.156,0.574,0.601,66.74 68.34,1 1,(A): AVL,65.39,3.298,0.02,0.072,0.31,0.362,65.39,1,(H): EVE(A): LEI,63.36,3.88,0.027,0.095,0.368,0.418,63.77 63.3,0.15 1,(H): BOU,64.51,4.102,0.032,0.114,0.431,0.41,64.51,1
314,Foden,3,MCI,80,(A): TOT,34.97,2.188,0.097,0.108,0.109,0.214,34.97,1,(H): AVL(A): ARS,48.48,5.917999999999999,0.27,0.28900000000000003,0.42100000000000004,0.585,49.63 47.32,1 1,(A): NFO,48.37,3.277,0.164,0.17,0.251,0.354,48.37,1,(A): BOU,49.29,3.569,0.191,0.202,0.284,0.376,49.29,1,(H): NEW,50.6,3.064,0.137,0.148,0.233,0.332,50.6,1
315,Rodri,3,MCI,56,(A): TOT,81.91,2.86,0.092,0.083,0.298,0.183,81.91,1,(H): AVL(A): ARS,79.14,5.621,0.172,0.15,0.7,0.368,80.43 77.85,1 1,(A): NFO,76.6,2.963,0.095,0.086,0.411,0.214,76.6,1,(A): BOU,73.3,2.991,0.103,0.093,0.434,0.208,73.3,1,(H): NEW,74.11,2.657,0.079,0.068,0.334,0.187,74.11,1
316,Palmer,3,MCI,43,(A): TOT,5.58,0.347,0.011,0.011,0.003,0.017,5.58,1,(H): AVL(A): ARS,8,0.937,0.032,0.031,0.006,0.051000000000000004,8.63 7.37,1 1,(A): NFO,10.11,0.623,0.024,0.024,0.007,0.041,10.11,1,(A): BOU,12.2,0.77,0.032,0.031,0.015,0.049,12.2,1,(H): NEW,13.48,0.763,0.027,0.025,0.016,0.046,13.48,1
317,McAtee,3,MCI,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
318,Haaland,4,MCI,122,(A): TOT,82.47,6.311,0.708,0.223,0,1.103,82.47,1,(H): AVL(A): ARS,75.8,11.203,1.235,0.382,0,1.889,73.62 77.97,1 1,(A): NFO,73.9,6.08,0.699,0.22,0,1.051,73.9,1,(A): BOU,70.89,6.311,0.755,0.241,0,1.055,70.89,1,(H): NEW,72.39,5.23,0.561,0.179,0,0.902,72.39,1
319,Álvarez,4,MCI,60,(A): TOT,33.74,1.601,0.059,0.075,0,0.127,33.74,1,(H): AVL(A): ARS,32.78,3.1879999999999997,0.135,0.14300000000000002,0,0.247,33.2 32.35,1 1,(A): NFO,34.13,1.743,0.08,0.088,0,0.145,34.13,1,(A): BOU,34.93,1.86,0.094,0.102,0,0.15,34.93,1,(H): NEW,35.89,1.706,0.073,0.077,0,0.142,35.89,1
320,Mbete,2,MCI,39,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
321,Lavia,3,SOU,45,(A): BRE,69.61,2.059,0.023,0.026,0.187,0.082,69.61,1,(H): WOL,67.62,2.172,0.029,0.031,0.282,0.098,67.62,1,(A): CHE,64.3,1.827,0.016,0.017,0.128,0.061,64.3,1,(A): LEE,66.48,2,0.026,0.028,0.177,0.081,66.48,1,(H): LEI,61.37,2.039,0.029,0.031,0.256,0.09,61.37,1
322,Wilson-Esbrand,2,MCI,38,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
323,Delap,4,MCI,44,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
324,Ortega,1,MCI,38,(A): TOT,1.1,0.047,0,0,0.004,0.004,1.1,1,(H): AVL(A): ARS,2.49,0.228,0,0,0.022,0.018000000000000002,2.81 2.16,1 1,(A): NFO,3.62,0.175,0,0,0.019,0.013,3.62,1,(A): BOU,2.05,0.103,0,0,0.012,0.007,2.05,1,(H): NEW,3.26,0.148,0,0,0.014,0.012,3.26,1
325,Phillips,3,MCI,48,(A): TOT,4.73,0.188,0.003,0.005,0.004,0.007,4.73,1,(H): AVL(A): ARS,8.2,0.6619999999999999,0.011,0.018000000000000002,0.026000000000000002,0.027,8.12 8.29,1 1,(A): NFO,12.89,0.541,0.01,0.015,0.034,0.024,12.89,1,(A): BOU,19,0.816,0.016,0.028,0.071,0.037,19,1,(H): NEW,17.84,0.698,0.011,0.018,0.05,0.03,17.84,1
326,Ronaldo,4,MUN,102,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
